ContractID,ServiceContractReference,ContractName,Counterparties,ContractValue,DateOfAward,StartDate,EndDate,MaximumExtensionMonths
000-UDMY4487,(blank),Inverurie Library Refurbishment,The Design Concept Limited,27807,08/03/2018,08/05/2018,(blank),0
000-DQNL8236,18031,Ballater Royal Station - Fit-Out Works,North Offshore Ltd,132326.2,16/05/2018,16/05/2018,(blank),0
000-ADBR6659,Not on Procurement PPlan,Resurfacing at Ellon Bridge,Leiths (Scotland) Limited,13693.75,(blank),10/06/2018,(blank),(blank)
000-VQRY4375,(blank),Macduff School Nursery - Enhancements,"Paul Whalley,Colin Robertson",17000,01/07/2018,(blank),(blank),0
000-QCQN6324,(blank),Lairhillock School Nursery - ELC Enhancements,"Paul Whalley,Colin Robertson,Audrey Hendry",25000,01/09/2018,(blank),(blank),0
000-AUNL4963,(blank),St Andrews School Nursery - ELC Enhancements,"Paul Whalley,Colin Robertson,Audrey Hendry",25000,01/09/2018,(blank),(blank),0
000-TXMU3546,(blank),Tarves School Nursery - ELC Enhancements,"Paul Whalley,Colin Robertson,Audrey Hendry",48000,01/09/2018,(blank),(blank),0
000-JRNX9645,(blank),Drumblade School Nursery - ELC Enhancements,"Paul Whalley,Colin Robertson,Audrey Hendry",48000,01/09/2018,(blank),(blank),0
000-XBGR1499,(blank),Fraserburgh North - Nursery Work - Toilets and Security Enhancements,"Paul Whalley,Colin Robertson",20000,01/08/2018,(blank),(blank),0
000-MNEP4194,18290-1,Clerkhill School - Alterations,Burns Construction (Aberdeen) Ltd,53912.51,26/09/2018,26/09/2018,(blank),0
000-DRRR8673,17350,Westfield School Fraserburgh - New Corridor Door and Grabrail,D A & M Duguid,4683,27/08/2018,27/08/2018,(blank),0
000-LLCL1638,(blank),Banff Primary School - ELC Enhancements,"Colin Robertson,Audrey Hendry",40000,01/08/2018,(blank),(blank),0
000-XDDE6778,000-XDDE6778,Deeside Way - Surface Upgrade - Aboyne West,ASW Aberdeen Ltd,26411.25,07/11/2018,12/11/2018,(blank),3
000-DEHV9531,"18300, 18032, 18237, 18326, 18327",Emergency Response for Fire and Storm damage,Galliford Try Construction Limited T/A Morrison Construction Scotland,383195.08,24/09/2018,24/09/2018,(blank),0
000-HEPM6342,(blank),Alterations to the Fish Market at Macduff Harbour,Ken Barbour Ltd,59026.95,(blank),07/12/2018,(blank),(blank)
000-MAFQ8853,(blank),U176K/010 Old Bervie Bridge Principal Inspection,Aberdeenshire Council,15000,07/12/2018,(blank),(blank),0
000-RAKB8143,(blank),Fitting of Banff Springs caravan park bridge,A&A Civils Ltd.,12865,21/01/2019,(blank),(blank),0
000-WUFP3176,Time master no. 18049,Harper & Allan Masonry Ltd.,"TBC,Harper & Allan Masonry Ltd.",16128,05/02/2019,05/02/2019,(blank),0
000-DFXH2746,(blank),Purchase of Storage Containers (Used),Securastore Limited,18150,18/04/2019,18/04/2019,(blank),0
000-HYWX5164,(blank),Westfield School Hub Play Area,G L Jones,30216,02/05/2019,01/05/2019,(blank),0
000-PHKM7713,Timemaster 18049,"Completion of Saltoun Square, Fraserburgh",TuvSud,30000,01/04/2019,01/04/2019,(blank),3
000-ARYX2684,18049,"Saltoun Square, Fraserburgh, Steel Stair",JBS Fabrication Ltd,22000,24/05/2019,21/05/2019,(blank),0
000-GLTW3335,(blank),"Playpark at Strathburn Park, Inverurie",Wicksteed Leisure Limited,20000,30/04/2018,30/04/2018,(blank),1
000-DPNX8844,(blank),Kirkton Of Skene,Russell Play,3438,25/01/2018,30/04/2018,(blank),0
000-VLGV1863,(blank),PGL DALGUISE LTD PRIMARY 7 TRIP,"PGL, Parents and Teaching Staff",25393,19/06/2018,27/05/2019,(blank),0
000-TCFF4557,000-TCFF4557,Occupational Health Provision,Iqarus Ltd,0,(blank),(blank),(blank),(blank)
000-XTVN5595,(blank),Summerhill Park New Machar,Russell Leisure LTD,14156,19/02/2018,30/04/2018,(blank),1
000-BCTX8438,(blank),Bremner Way Kemney,Kompan Scotland,3386.4,19/02/2018,30/03/2018,(blank),1
000-QAPL4657,(blank),Sheltered Housing - White Goods for communal areas,Kate MC Donald - Sheltered Housing Manager,45000,01/06/2018,(blank),(blank),0
000-GYNV5229,000-GYNV5229,Youth Music Initiative YMI Project 10.5 YMI Roadshow,Live Music now,21000,28/03/2018,09/04/2018,(blank),24
000-LPJG1127,000-LPJG1127,YOUTH MUSIC INITIATIVE (YMI) Syrian Trad Project 10.5,Emma Smith,14530,27/03/2018,16/04/2018,(blank),24
000-JUEH2979,17629,Laurencekirk Primary School - Play Equipment and Cellular Grass Surfacing,Hawthorn Heights Ltd,24166.8,24/07/2018,24/07/2018,(blank),0
000-HUMM2289,(blank),Kingseat Enforcement (Site Clearance and Restoration),Russell Leisure Ltd (trading As Russell Play),46500,(blank),01/08/2018,(blank),(blank)
000-LMUF3222,(blank),Fraserburgh 2021 -Heritage App and Community Engagement,Robert Gordons University,35000,30/07/2018,06/08/2018,(blank),2
000-HBVD9946,(blank),Barnardos Northern Star Project,Barnardos Scotland,45000,22/08/2018,(blank),(blank),0
000-FQWW7153,(blank),Library Self-Service Kiosk,Bibliotheca,23616,10/09/2018,(blank),(blank),12
000-LEKC4712,(blank),Aberdeen  FC Community Trust,Aberdeen Football Club Community Trust,38000,22/08/2018,(blank),(blank),0
000-HDLP6831,(blank),Spacekraft - Sensory Solutions for Special Needs,Anna Ritchie School,15341.64,28/09/2018,27/04/2018,(blank),0
000-DLXB3479,(blank),Museum Grade Cases for Libraries,Show Guard Limited,12997,19/11/2018,19/11/2018,(blank),0
000-EUPN8821,SXL 0216 (TM17982),Education & Office Furniture - SXL Framework 0216 - Call Off - Alford Depot,Sharp Business Systems Uk Plc,10436.58,14/11/2018,(blank),(blank),0
000-LXGJ1959,(blank),YMI 10.1 Hip Hop Project,"Elphinstone Institute,University of Aberdeen",24600,16/10/2018,06/11/2018,(blank),24
000-RLMV6321,(blank),YMI 11.1 Christine Kydd Ceilidhmakers,Christine Kydd,25650,16/10/2018,24/10/2018,(blank),24
000-UQMK5129,(blank),YMI 11.7 Legends of the North East,"Elphinstone Institute,University of Aberdeen",18000,16/10/2018,06/11/2018,(blank),24
000-YVMV8392,INV-00512,Reading Literacy Software - Bedrock,Bedrock Learning Limited,12000,03/12/2018,03/12/2018,(blank),0
000-FXHV5233,(blank),Whitehils School - ELC Enhancements,"Audrey Hendry,Colin Robertson",15000,14/01/2019,(blank),(blank),0
000-HLGP2773,Alex Bain,Dalguise - Portsoy Primary School Trip,Portsoy Primary School,18646.8,04/03/2019,04/03/2019,(blank),0
000-FDVF4138,ENVS-0000258-JD-LL,Weighbridge Test Unit Scheme,The Fife Council,15000,01/04/2018,01/04/2018,(blank),0
000-VGAN8887,HOSQ23328,Supply & Installation of a Replacement Weighbridge at Inverurie Waste Transfer Station,Avery Weigh-Tronix,31118.8,29/06/2018,29/06/2018,(blank),0
000-ELGP2781,(blank),Westhill Electric Vehicle Charng Hub,SWARCO UK LTD (formally APT Controls Limited),75000,(blank),(blank),(blank),(blank)
000-RXYL1966,(blank),Webcasting,Public-I Group Limited,30500,26/11/2018,01/11/2018,(blank),0
000-JRRR4254,(blank),Call off Presentation & AV Portlethen Academy,AVMI,12990,03/07/2018,03/07/2018,(blank),0
000-PEMG1547,(blank),Blue Badge Digital Services,Vatech Ltd,10000,17/12/2018,05/02/2019,(blank),0
000-NFVT9672,(blank),Blue Badge Printing & Fulfilment,APS Group,11000,05/02/2019,05/02/2019,(blank),0
000-ENEG5777,Not On Procurement Plan,Wrike Licences,Wrike,15000,(blank),(blank),(blank),(blank)
000-QENN5676,(blank),Wrap Around Care,Wrap Around Care,3417115,11/10/2018,(blank),(blank),24
000-YAHR3976,No contract reference,APT - Association for Psychological Therapies,Association for Psychological Therapies,15000,01/08/2006,01/06/2008,(blank),12
000-EFUX1783,(blank),Service Design Training,Open Change,15100,30/04/2019,30/04/2019,(blank),0
000-NVFA6773,000-NVFA6773,Legal Advisors - (Joint Schools),CMS Cameron McKenna Nabarro Olswang LLP,47755,01/08/2017,01/08/2017,(blank),0
000-VYLB4529,(blank),Supply of Compostable Food Waste Bags,Cromwell Polythene Ltd,321216,09/10/2018,09/10/2018,(blank),0
000-QDTN5221,17/290,Adoption Fees E&PS,JK Cameron Solicitors,15346.29,03/09/2014,(blank),(blank),0
000-WUVP4421,Mr & Mrs B,Adoption Legal Fees,Grant Smith Law Practice,12100,06/12/2018,06/12/2018,(blank),0
000-JUGE2153,(blank),Supply of 240L Wheeled Bins (Comb Lift),One 51 ES Plastics (UK) Ltd T/A MGB Plastics,55020,08/05/2019,10/05/2019,(blank),0
000-GKXU7761,(blank),Supply of 240L Wheeled Bins (Diamond UpLift),Sulo UK Ltd,20526,08/05/2019,17/05/2019,(blank),0
